Raw file	Experiment	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Fixed modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
tkQE171103_JL601_NCBP3_3_10	tk_NCBP3_3_10	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		12419	26798	0	30036	23560	0	6476	11142	10701	0	441	37.1	45.42	NaN	6.81	9420	944590	25425	2.69	840	3.3	110387	22125	21632	20.04	29.17	1316	5.95	+	0.81114	1.1126	0.50781	0.72001	
tkQE171103_JL601_NCBP3_3_12	tk_NCBP3_3_12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		16843	12939	0	14092	11786	0	2306	3518	3483	0	35	24.96	29.55	NaN	1.52	2975	1214019	12138	1	469	3.86	103401	11092	10769	10.73	19.43	608	5.48	+	0.78825	1.0408	0.47157	0.63308	
tkQE171103_JL601_NCBP3_3_18_02	tk_NCBP3_3_18_02	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		19433	2458	0	3011	1905	0	1106	436	421	0	15	14.48	22.1	NaN	1.36	376	1180970	2268	0.19	73	3.22	85658	1793	1639	2.09	11.56	101	5.63	+	0.68751	0.86256	0.48917	0.61973	
tkQE171103_JL601_NCBP3_3_7_02	tk_NCBP3_3_7_02	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		18321	8990	0	9961	8019	0	1942	1530	1498	0	32	15.36	18.68	NaN	1.65	1292	1211879	8559	0.71	250	2.92	116717	7680	7382	6.58	13.47	314	4.09	+	1.0105	1.2538	0.60242	0.7646	
NCBP1_10a																																	916																		
NCBP1_10b																																	718																		
NCBP1_10c																																	728																		
NCBP1_10d																																	671																		
NCBP1_12a																																	1529																		
NCBP1_12c																																	2134																		
NCBP1_12d																																	1000																		
NCBP1_14a																																	1133																		
NCBP1_14b																																	1151																		
NCBP1_14c																																	1120																		
NCBP1_14d																																	957																		
NCBP1_18a																																	1628																		
NCBP1_18b																																	1679																		
NCBP1_18c																																	1123																		
NCBP1_18d																																	1886																		
NCBP1_20a																																	905																		
NCBP1_20b																																	1229																		
NCBP1_20c																																	1501																		
NCBP1_20d																																	1496																		
NCBP1_7a																																	1486																		
NCBP1_7b																																	1561																		
NCBP1_7c																																	1073																		
NCBP1_7d																																	2039																		
NCBP1_C_10a																																	258																		
NCBP1_C_10b																																	318																		
NCBP1_C_10c																																	386																		
NCBP1_C_10d																																	405																		
NCBP1_C_12a																																	596																		
NCBP1_C_12c																																	782																		
NCBP1_C_12d																																	474																		
NCBP1_C_14a																																	1375																		
NCBP1_C_14b																																	727																		
NCBP1_C_14c																																	719																		
NCBP1_C_14d																																	1911																		
NCBP1_C_18a																																	671																		
NCBP1_C_18b																																	1348																		
NCBP1_C_18c																																	1172																		
NCBP1_C_18d																																	805																		
NCBP1_C_20a																																	1474																		
NCBP1_C_20b																																	1281																		
NCBP1_C_20c																																	1016																		
NCBP1_C_20d																																	1043																		
NCBP1_C_7a																																	862																		
NCBP1_C_7b																																	1004																		
NCBP1_C_7c																																	895																		
NCBP1_C_7d																																	1098																		
NCBP2_10a																																	316																		
NCBP2_10b																																	346																		
NCBP2_10c																																	518																		
NCBP2_10d																																	465																		
NCBP2_12a																																	896																		
NCBP2_12b																																	1364																		
NCBP2_12c																																	1610																		
NCBP2_12d																																	2731																		
NCBP2_14a																																	898																		
NCBP2_14b																																	773																		
NCBP2_14c																																	1009																		
NCBP2_14d																																	826																		
NCBP2_18a																																	1093																		
NCBP2_18b																																	962																		
NCBP2_18d																																	1581																		
NCBP2_20a																																	768																		
NCBP2_20b																																	2390																		
NCBP2_20c																																	2641																		
NCBP2_20d																																	2201																		
NCBP2_3_C_10a																																	173																		
NCBP2_3_C_10b																																	514																		
NCBP2_3_C_10c																																	197																		
NCBP2_3_C_10d																																	253																		
NCBP2_3_C_12a																																	1030																		
NCBP2_3_C_12b																																	745																		
NCBP2_3_C_12c																																	182																		
NCBP2_3_C_12d																																	1237																		
NCBP2_3_C_14a																																	546																		
NCBP2_3_C_14b																																	1224																		
NCBP2_3_C_14c																																	475																		
NCBP2_3_C_14d																																	463																		
NCBP2_3_C_18a																																	2955																		
NCBP2_3_C_18b																																	302																		
NCBP2_3_C_18c																																	478																		
NCBP2_3_C_18d																																	425																		
NCBP2_3_C_20a																																	448																		
NCBP2_3_C_20b																																	1212																		
NCBP2_3_C_20c																																	1340																		
NCBP2_3_C_20d																																	760																		
NCBP2_3_C_7a																																	578																		
NCBP2_3_C_7b																																	265																		
NCBP2_3_C_7c																																	400																		
NCBP2_3_C_7d																																	878																		
NCBP2_7a																																	343																		
NCBP2_7b																																	869																		
NCBP2_7c																																	697																		
NCBP3_10a																																	340																		
NCBP3_10b																																	225																		
NCBP3_12b																																	334																		
NCBP3_12d																																	1188																		
NCBP3_14a																																	175																		
NCBP3_14b																																	323																		
NCBP3_14c																																	370																		
NCBP3_18a																																	187																		
NCBP3_18b																																	984																		
NCBP3_18c																																	809																		
NCBP3_20a																																	273																		
NCBP3_20b																																	630																		
NCBP3_20d																																	686																		
NCBP3_7b																																	340																		
NCBP3_7d																																	389																		
tk_NCBP3_1_10_02																																	3065																		
tk_NCBP3_1_12																																	3127																		
tk_NCBP3_1_18																																	2064																		
tk_NCBP3_1_7																																	1484																		
tk_NCBP3_2_10																																	8821																		
tk_NCBP3_2_12																																	1806																		
tk_NCBP3_2_18																																	2136																		
tk_NCBP3_2_7_02																																	1268																		
tk_NCBP3_3_10																																	9420																		
tk_NCBP3_3_12																																	2975																		
tk_NCBP3_3_18_02																																	376																		
tk_NCBP3_3_7_02																																	1292																		
tk_NCBP3_C_1_10_02																																	9847																		
tk_NCBP3_C_1_12																																	3763																		
tk_NCBP3_C_1_18																																	2286																		
tk_NCBP3_C_1_7																																	549																		
tk_NCBP3_C_2_10																																	13323																		
tk_NCBP3_C_2_12																																	3188																		
tk_NCBP3_C_2_7_02																																	259																		
tk_NCBP3_C_3_10																																	12759																		
tk_NCBP3_C_3_12																																	1796																		
tk_NCBP3_C_3_18_02																																	1482																		
tk_NCBP3_C_3_7_02																																	336																		
tk_NCBP3_Cl_2_18																																	1477																		
Total																		756674	1336867	0	1728767	944947	0	783820	245750	239189	0	6561	14.22	25.31	NaN	0.84	25291	63476358					5624501	789455	743001	14.04	26.62	103916	13.16		0.64878	0.92961	0.39606	0.58701	
